"Year_of_issue","Probability","Index","Aggregation","District","Month_of_issue","Category"
"1997",0.35,"SPI NDJ","SPI 3","Changara","11","Leve"
"1998",0.19,"SPI NDJ","SPI 3","Changara","11","Leve"
"1999",0.09,"SPI NDJ","SPI 3","Changara","11","Leve"
"2000",0.18,"SPI NDJ","SPI 3","Changara","11","Leve"
"2001",0.26,"SPI NDJ","SPI 3","Changara","11","Leve"
"2002",0.34,"SPI NDJ","SPI 3","Changara","11","Leve"
"2003",0.12,"SPI NDJ","SPI 3","Changara","11","Leve"
"2004",0.15,"SPI NDJ","SPI 3","Changara","11","Leve"
"2005",0,"SPI NDJ","SPI 3","Changara","11","Leve"
"2006",0.4,"SPI NDJ","SPI 3","Changara","11","Leve"
"2007",0.03,"SPI NDJ","SPI 3","Changara","11","Leve"
"2008",0.12,"SPI NDJ","SPI 3","Changara","11","Leve"
"2009",0.27,"SPI NDJ","SPI 3","Changara","11","Leve"
"2010",0.17,"SPI NDJ","SPI 3","Changara","11","Leve"
"2011",0.4,"SPI NDJ","SPI 3","Changara","11","Leve"
"2012",0.24,"SPI NDJ","SPI 3","Changara","11","Leve"
"2013",0.16,"SPI NDJ","SPI 3","Changara","11","Leve"
"2014",0.45,"SPI NDJ","SPI 3","Changara","11","Leve"
"2015",0.52,"SPI NDJ","SPI 3","Changara","11","Leve"
"2016",0.19,"SPI NDJ","SPI 3","Changara","11","Leve"
"2017",0.21,"SPI NDJ","SPI 3","Changara","11","Leve"
"2018",0.28,"SPI NDJ","SPI 3","Changara","11","Leve"
"2019",0.21,"SPI NDJ","SPI 3","Changara","11","Leve"
"2020",0.31,"SPI NDJ","SPI 3","Changara","11","Leve"
"1993",0.24,"SPI NDJ","SPI 3","Marara","11","Leve"
"1994",0.35,"SPI NDJ","SPI 3","Marara","11","Leve"
"1995",0.16,"SPI NDJ","SPI 3","Marara","11","Leve"
"1996",0.19,"SPI NDJ","SPI 3","Marara","11","Leve"
"1997",0.35,"SPI NDJ","SPI 3","Marara","11","Leve"
"1998",0.16,"SPI NDJ","SPI 3","Marara","11","Leve"
"1999",0.08,"SPI NDJ","SPI 3","Marara","11","Leve"
"2000",0.16,"SPI NDJ","SPI 3","Marara","11","Leve"
"2001",0.28,"SPI NDJ","SPI 3","Marara","11","Leve"
"2002",0.36,"SPI NDJ","SPI 3","Marara","11","Leve"
"2003",0.2,"SPI NDJ","SPI 3","Marara","11","Leve"
"2004",0.11,"SPI NDJ","SPI 3","Marara","11","Leve"
"2005",0,"SPI NDJ","SPI 3","Marara","11","Leve"
"2006",0.33,"SPI NDJ","SPI 3","Marara","11","Leve"
"2007",0.01,"SPI NDJ","SPI 3","Marara","11","Leve"
"2008",0.12,"SPI NDJ","SPI 3","Marara","11","Leve"
"2009",0.32,"SPI NDJ","SPI 3","Marara","11","Leve"
"2010",0.17,"SPI NDJ","SPI 3","Marara","11","Leve"
"2011",0.39,"SPI NDJ","SPI 3","Marara","11","Leve"
"2012",0.25,"SPI NDJ","SPI 3","Marara","11","Leve"
"2013",0.15,"SPI NDJ","SPI 3","Marara","11","Leve"
"2014",0.48,"SPI NDJ","SPI 3","Marara","11","Leve"
"2015",0.52,"SPI NDJ","SPI 3","Marara","11","Leve"
"2016",0.12,"SPI NDJ","SPI 3","Marara","11","Leve"
"2017",0.36,"SPI NDJ","SPI 3","Marara","11","Leve"
"2018",0.29,"SPI NDJ","SPI 3","Marara","11","Leve"
"2019",0.16,"SPI NDJ","SPI 3","Marara","11","Leve"
"2020",0.32,"SPI NDJ","SPI 3","Marara","11","Leve"
"1993",0,"SPI DJ","SPI 2","Chibuto","12","Severo"
"1994",0.19,"SPI DJ","SPI 2","Chibuto","12","Severo"
"1995",0.21,"SPI DJ","SPI 2","Chibuto","12","Severo"
"1996",0.2,"SPI DJ","SPI 2","Chibuto","12","Severo"
"1997",0.36,"SPI DJ","SPI 2","Chibuto","12","Severo"
"1998",0,"SPI DJ","SPI 2","Chibuto","12","Severo"
"1999",0,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2000",0.18,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2001",0,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2002",0.32,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2003",0.2,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2004",0.04,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2005",0,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2006",0.14,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2007",0.04,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2008",0.22,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2009",0.1,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2010",0.04,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2011",0.36,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2012",0.1,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2013",0.42,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2014",0.18,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2015",0.42,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2016",0.06,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2017",0.22,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2018",0.25,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2019",0.29,"SPI DJ","SPI 2","Chibuto","12","Severo"
"2020",0.08,"SPI DJ","SPI 2","Chibuto","12","Severo"
"1993",0,"SPI DJ","SPI 2","Guija","12","Severo"
"1994",0.18,"SPI DJ","SPI 2","Guija","12","Severo"
"1995",0.2,"SPI DJ","SPI 2","Guija","12","Severo"
"1996",0.17,"SPI DJ","SPI 2","Guija","12","Severo"
"1997",0.38,"SPI DJ","SPI 2","Guija","12","Severo"
"1998",0,"SPI DJ","SPI 2","Guija","12","Severo"
"1999",0,"SPI DJ","SPI 2","Guija","12","Severo"
"2000",0.18,"SPI DJ","SPI 2","Guija","12","Severo"
"2001",0,"SPI DJ","SPI 2","Guija","12","Severo"
"2002",0.3,"SPI DJ","SPI 2","Guija","12","Severo"
"2003",0.2,"SPI DJ","SPI 2","Guija","12","Severo"
"2004",0.04,"SPI DJ","SPI 2","Guija","12","Severo"
"2005",0.01,"SPI DJ","SPI 2","Guija","12","Severo"
"2006",0.13,"SPI DJ","SPI 2","Guija","12","Severo"
"2007",0,"SPI DJ","SPI 2","Guija","12","Severo"
"2008",0.18,"SPI DJ","SPI 2","Guija","12","Severo"
"2009",0.16,"SPI DJ","SPI 2","Guija","12","Severo"
"2010",0.04,"SPI DJ","SPI 2","Guija","12","Severo"
"2011",0.36,"SPI DJ","SPI 2","Guija","12","Severo"
"2012",0.08,"SPI DJ","SPI 2","Guija","12","Severo"
"2013",0.38,"SPI DJ","SPI 2","Guija","12","Severo"
"2014",0.16,"SPI DJ","SPI 2","Guija","12","Severo"
"2015",0.42,"SPI DJ","SPI 2","Guija","12","Severo"
"2016",0.06,"SPI DJ","SPI 2","Guija","12","Severo"
"2017",0.23,"SPI DJ","SPI 2","Guija","12","Severo"
"2018",0.25,"SPI DJ","SPI 2","Guija","12","Severo"
"2019",0.27,"SPI DJ","SPI 2","Guija","12","Severo"
"2020",0.09,"SPI DJ","SPI 2","Guija","12","Severo"
"1993",0.08,"SPI DJ","SPI 2","Changara","12","Severo"
"1994",0.11,"SPI DJ","SPI 2","Changara","12","Severo"
"1995",0.16,"SPI DJ","SPI 2","Changara","12","Severo"
"1996",0.17,"SPI DJ","SPI 2","Changara","12","Severo"
"1997",0.14,"SPI DJ","SPI 2","Changara","12","Severo"
"1998",0.12,"SPI DJ","SPI 2","Changara","12","Severo"
"1999",0.12,"SPI DJ","SPI 2","Changara","12","Severo"
"2000",0.16,"SPI DJ","SPI 2","Changara","12","Severo"
"2001",0.08,"SPI DJ","SPI 2","Changara","12","Severo"
"2002",0.21,"SPI DJ","SPI 2","Changara","12","Severo"
"2003",0.12,"SPI DJ","SPI 2","Changara","12","Severo"
"2004",0,"SPI DJ","SPI 2","Changara","12","Severo"
"2005",0.07,"SPI DJ","SPI 2","Changara","12","Severo"
"2006",0.23,"SPI DJ","SPI 2","Changara","12","Severo"
"2007",0.16,"SPI DJ","SPI 2","Changara","12","Severo"
"2008",0.19,"SPI DJ","SPI 2","Changara","12","Severo"
"2009",0.19,"SPI DJ","SPI 2","Changara","12","Severo"
"2010",0,"SPI DJ","SPI 2","Changara","12","Severo"
"2011",0.28,"SPI DJ","SPI 2","Changara","12","Severo"
"2012",0.02,"SPI DJ","SPI 2","Changara","12","Severo"
"2013",0.51,"SPI DJ","SPI 2","Changara","12","Severo"
"2014",0.31,"SPI DJ","SPI 2","Changara","12","Severo"
"2015",0.53,"SPI DJ","SPI 2","Changara","12","Severo"
"2016",0,"SPI DJ","SPI 2","Changara","12","Severo"
"2017",0.15,"SPI DJ","SPI 2","Changara","12","Severo"
"2018",0.15,"SPI DJ","SPI 2","Changara","12","Severo"
"2019",0.24,"SPI DJ","SPI 2","Changara","12","Severo"
"2020",0,"SPI DJ","SPI 2","Changara","12","Severo"
"1993",0.09,"SPI DJ","SPI 2","Marara","12","Severo"
"1994",0.11,"SPI DJ","SPI 2","Marara","12","Severo"
"1995",0.2,"SPI DJ","SPI 2","Marara","12","Severo"
"1996",0.16,"SPI DJ","SPI 2","Marara","12","Severo"
"1997",0.17,"SPI DJ","SPI 2","Marara","12","Severo"
"1998",0.21,"SPI DJ","SPI 2","Marara","12","Severo"
"1999",0.16,"SPI DJ","SPI 2","Marara","12","Severo"
"2000",0.16,"SPI DJ","SPI 2","Marara","12","Severo"
"2001",0.04,"SPI DJ","SPI 2","Marara","12","Severo"
"2002",0.24,"SPI DJ","SPI 2","Marara","12","Severo"
"2003",0.12,"SPI DJ","SPI 2","Marara","12","Severo"
"2004",0,"SPI DJ","SPI 2","Marara","12","Severo"
"2005",0.07,"SPI DJ","SPI 2","Marara","12","Severo"
"2006",0.25,"SPI DJ","SPI 2","Marara","12","Severo"
"2007",0.16,"SPI DJ","SPI 2","Marara","12","Severo"
"2008",0.17,"SPI DJ","SPI 2","Marara","12","Severo"
"2009",0.13,"SPI DJ","SPI 2","Marara","12","Severo"
"2010",0,"SPI DJ","SPI 2","Marara","12","Severo"
"2011",0.25,"SPI DJ","SPI 2","Marara","12","Severo"
"2012",0.05,"SPI DJ","SPI 2","Marara","12","Severo"
"2013",0.51,"SPI DJ","SPI 2","Marara","12","Severo"
"2014",0.37,"SPI DJ","SPI 2","Marara","12","Severo"
"2015",0.52,"SPI DJ","SPI 2","Marara","12","Severo"
"2016",0,"SPI DJ","SPI 2","Marara","12","Severo"
"2017",0.2,"SPI DJ","SPI 2","Marara","12","Severo"
"2018",0.11,"SPI DJ","SPI 2","Marara","12","Severo"
"2019",0.21,"SPI DJ","SPI 2","Marara","12","Severo"
"2020",0,"SPI DJ","SPI 2","Marara","12","Severo"
"1993",0.03,"SPI DJF","SPI 3","Chibuto","12","Severo"
"1994",0.18,"SPI DJF","SPI 3","Chibuto","12","Severo"
"1995",0.15,"SPI DJF","SPI 3","Chibuto","12","Severo"
"1996",0.14,"SPI DJF","SPI 3","Chibuto","12","Severo"
"1997",0.41,"SPI DJF","SPI 3","Chibuto","12","Severo"
"1998",0,"SPI DJF","SPI 3","Chibuto","12","Severo"
"1999",0.03,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2000",0.18,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2001",0,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2002",0.38,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2003",0.19,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2004",0,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2005",0,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2006",0.12,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2007",0.04,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2008",0.16,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2009",0.14,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2010",0.04,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2011",0.43,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2012",0.07,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2013",0.28,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2014",0.33,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2015",0.45,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2016",0.06,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2017",0.29,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2018",0.32,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2019",0.34,"SPI DJF","SPI 3","Chibuto","12","Severo"
"2020",0.18,"SPI DJF","SPI 3","Chibuto","12","Severo"
"1993",0.04,"SPI DJF","SPI 3","Guija","12","Severo"
"1994",0.2,"SPI DJF","SPI 3","Guija","12","Severo"
"1995",0.17,"SPI DJF","SPI 3","Guija","12","Severo"
"1996",0.17,"SPI DJF","SPI 3","Guija","12","Severo"
"1997",0.47,"SPI DJF","SPI 3","Guija","12","Severo"
"1998",0,"SPI DJF","SPI 3","Guija","12","Severo"
"1999",0.01,"SPI DJF","SPI 3","Guija","12","Severo"
"2000",0.19,"SPI DJF","SPI 3","Guija","12","Severo"
"2001",0,"SPI DJF","SPI 3","Guija","12","Severo"
"2002",0.31,"SPI DJF","SPI 3","Guija","12","Severo"
"2003",0.2,"SPI DJF","SPI 3","Guija","12","Severo"
"2004",0,"SPI DJF","SPI 3","Guija","12","Severo"
"2005",0.02,"SPI DJF","SPI 3","Guija","12","Severo"
"2006",0.09,"SPI DJF","SPI 3","Guija","12","Severo"
"2007",0.01,"SPI DJF","SPI 3","Guija","12","Severo"
"2008",0.15,"SPI DJF","SPI 3","Guija","12","Severo"
"2009",0.14,"SPI DJF","SPI 3","Guija","12","Severo"
"2010",0.04,"SPI DJF","SPI 3","Guija","12","Severo"
"2011",0.4,"SPI DJF","SPI 3","Guija","12","Severo"
"2012",0.06,"SPI DJF","SPI 3","Guija","12","Severo"
"2013",0.29,"SPI DJF","SPI 3","Guija","12","Severo"
"2014",0.32,"SPI DJF","SPI 3","Guija","12","Severo"
"2015",0.48,"SPI DJF","SPI 3","Guija","12","Severo"
"2016",0.07,"SPI DJF","SPI 3","Guija","12","Severo"
"2017",0.3,"SPI DJF","SPI 3","Guija","12","Severo"
"2018",0.3,"SPI DJF","SPI 3","Guija","12","Severo"
"2019",0.34,"SPI DJF","SPI 3","Guija","12","Severo"
"2020",0.2,"SPI DJF","SPI 3","Guija","12","Severo"
"1993",0.06,"SPI DJF","SPI 3","Changara","12","Severo"
"1994",0.12,"SPI DJF","SPI 3","Changara","12","Severo"
"1995",0.13,"SPI DJF","SPI 3","Changara","12","Severo"
"1996",0.12,"SPI DJF","SPI 3","Changara","12","Severo"
"1997",0.24,"SPI DJF","SPI 3","Changara","12","Severo"
"1998",0,"SPI DJF","SPI 3","Changara","12","Severo"
"1999",0.08,"SPI DJF","SPI 3","Changara","12","Severo"
"2000",0.11,"SPI DJF","SPI 3","Changara","12","Severo"
"2001",0.11,"SPI DJF","SPI 3","Changara","12","Severo"
"2002",0.34,"SPI DJF","SPI 3","Changara","12","Severo"
"2003",0.04,"SPI DJF","SPI 3","Changara","12","Severo"
"2004",0,"SPI DJF","SPI 3","Changara","12","Severo"
"2005",0.03,"SPI DJF","SPI 3","Changara","12","Severo"
"2006",0.16,"SPI DJF","SPI 3","Changara","12","Severo"
"2007",0.08,"SPI DJF","SPI 3","Changara","12","Severo"
"2008",0.09,"SPI DJF","SPI 3","Changara","12","Severo"
"2009",0.16,"SPI DJF","SPI 3","Changara","12","Severo"
"2010",0,"SPI DJF","SPI 3","Changara","12","Severo"
"2011",0.2,"SPI DJF","SPI 3","Changara","12","Severo"
"2012",0.05,"SPI DJF","SPI 3","Changara","12","Severo"
"2013",0.4,"SPI DJF","SPI 3","Changara","12","Severo"
"2014",0.34,"SPI DJF","SPI 3","Changara","12","Severo"
"2015",0.34,"SPI DJF","SPI 3","Changara","12","Severo"
"2016",0,"SPI DJF","SPI 3","Changara","12","Severo"
"2017",0.28,"SPI DJF","SPI 3","Changara","12","Severo"
"2018",0.2,"SPI DJF","SPI 3","Changara","12","Severo"
"2019",0.3,"SPI DJF","SPI 3","Changara","12","Severo"
"2020",0.03,"SPI DJF","SPI 3","Changara","12","Severo"
"1993",0.11,"SPI DJF","SPI 3","Marara","12","Severo"
"1994",0.12,"SPI DJF","SPI 3","Marara","12","Severo"
"1995",0.12,"SPI DJF","SPI 3","Marara","12","Severo"
"1996",0.08,"SPI DJF","SPI 3","Marara","12","Severo"
"1997",0.24,"SPI DJF","SPI 3","Marara","12","Severo"
"1998",0,"SPI DJF","SPI 3","Marara","12","Severo"
"1999",0.08,"SPI DJF","SPI 3","Marara","12","Severo"
"2000",0.12,"SPI DJF","SPI 3","Marara","12","Severo"
"2001",0.12,"SPI DJF","SPI 3","Marara","12","Severo"
"2002",0.27,"SPI DJF","SPI 3","Marara","12","Severo"
"2003",0.04,"SPI DJF","SPI 3","Marara","12","Severo"
"2004",0,"SPI DJF","SPI 3","Marara","12","Severo"
"2005",0.04,"SPI DJF","SPI 3","Marara","12","Severo"
"2006",0.12,"SPI DJF","SPI 3","Marara","12","Severo"
"2007",0.08,"SPI DJF","SPI 3","Marara","12","Severo"
"2008",0.08,"SPI DJF","SPI 3","Marara","12","Severo"
"2009",0.17,"SPI DJF","SPI 3","Marara","12","Severo"
"2010",0,"SPI DJF","SPI 3","Marara","12","Severo"
"2011",0.16,"SPI DJF","SPI 3","Marara","12","Severo"
"2012",0.05,"SPI DJF","SPI 3","Marara","12","Severo"
"2013",0.41,"SPI DJF","SPI 3","Marara","12","Severo"
"2014",0.32,"SPI DJF","SPI 3","Marara","12","Severo"
"2015",0.29,"SPI DJF","SPI 3","Marara","12","Severo"
"2016",0.03,"SPI DJF","SPI 3","Marara","12","Severo"
"2017",0.28,"SPI DJF","SPI 3","Marara","12","Severo"
"2018",0.2,"SPI DJF","SPI 3","Marara","12","Severo"
"2019",0.24,"SPI DJF","SPI 3","Marara","12","Severo"
"2020",0.03,"SPI DJF","SPI 3","Marara","12","Severo"
"1993",0.16,"SPI FM","SPI 2","Chibuto","12","Severo"
"1994",0.22,"SPI FM","SPI 2","Chibuto","12","Severo"
"1995",0.06,"SPI FM","SPI 2","Chibuto","12","Severo"
"1996",0.17,"SPI FM","SPI 2","Chibuto","12","Severo"
"1997",0.34,"SPI FM","SPI 2","Chibuto","12","Severo"
"1998",0,"SPI FM","SPI 2","Chibuto","12","Severo"
"1999",0.06,"SPI FM","SPI 2","Chibuto","12","Severo"
"2000",0.08,"SPI FM","SPI 2","Chibuto","12","Severo"
"2001",0.26,"SPI FM","SPI 2","Chibuto","12","Severo"
"2002",0.16,"SPI FM","SPI 2","Chibuto","12","Severo"
"2003",0.14,"SPI FM","SPI 2","Chibuto","12","Severo"
"2004",0.09,"SPI FM","SPI 2","Chibuto","12","Severo"
"2005",0.07,"SPI FM","SPI 2","Chibuto","12","Severo"
"2006",0.15,"SPI FM","SPI 2","Chibuto","12","Severo"
"2007",0,"SPI FM","SPI 2","Chibuto","12","Severo"
"2008",0.05,"SPI FM","SPI 2","Chibuto","12","Severo"
"2009",0.28,"SPI FM","SPI 2","Chibuto","12","Severo"
"2010",0.14,"SPI FM","SPI 2","Chibuto","12","Severo"
"2011",0.34,"SPI FM","SPI 2","Chibuto","12","Severo"
"2012",0.2,"SPI FM","SPI 2","Chibuto","12","Severo"
"2013",0.18,"SPI FM","SPI 2","Chibuto","12","Severo"
"2014",0.26,"SPI FM","SPI 2","Chibuto","12","Severo"
"2015",0.34,"SPI FM","SPI 2","Chibuto","12","Severo"
"2016",0.04,"SPI FM","SPI 2","Chibuto","12","Severo"
"2017",0.21,"SPI FM","SPI 2","Chibuto","12","Severo"
"2018",0.32,"SPI FM","SPI 2","Chibuto","12","Severo"
"2019",0.32,"SPI FM","SPI 2","Chibuto","12","Severo"
"2020",0.28,"SPI FM","SPI 2","Chibuto","12","Severo"
"1993",0.2,"SPI FM","SPI 2","Guija","12","Severo"
"1994",0.24,"SPI FM","SPI 2","Guija","12","Severo"
"1995",0.06,"SPI FM","SPI 2","Guija","12","Severo"
"1996",0.16,"SPI FM","SPI 2","Guija","12","Severo"
"1997",0.31,"SPI FM","SPI 2","Guija","12","Severo"
"1998",0,"SPI FM","SPI 2","Guija","12","Severo"
"1999",0.02,"SPI FM","SPI 2","Guija","12","Severo"
"2000",0.05,"SPI FM","SPI 2","Guija","12","Severo"
"2001",0.24,"SPI FM","SPI 2","Guija","12","Severo"
"2002",0.1,"SPI FM","SPI 2","Guija","12","Severo"
"2003",0.15,"SPI FM","SPI 2","Guija","12","Severo"
"2004",0.1,"SPI FM","SPI 2","Guija","12","Severo"
"2005",0.02,"SPI FM","SPI 2","Guija","12","Severo"
"2006",0.19,"SPI FM","SPI 2","Guija","12","Severo"
"2007",0,"SPI FM","SPI 2","Guija","12","Severo"
"2008",0.06,"SPI FM","SPI 2","Guija","12","Severo"
"2009",0.27,"SPI FM","SPI 2","Guija","12","Severo"
"2010",0.12,"SPI FM","SPI 2","Guija","12","Severo"
"2011",0.32,"SPI FM","SPI 2","Guija","12","Severo"
"2012",0.22,"SPI FM","SPI 2","Guija","12","Severo"
"2013",0.19,"SPI FM","SPI 2","Guija","12","Severo"
"2014",0.21,"SPI FM","SPI 2","Guija","12","Severo"
"2015",0.33,"SPI FM","SPI 2","Guija","12","Severo"
"2016",0.04,"SPI FM","SPI 2","Guija","12","Severo"
"2017",0.2,"SPI FM","SPI 2","Guija","12","Severo"
"2018",0.31,"SPI FM","SPI 2","Guija","12","Severo"
"2019",0.33,"SPI FM","SPI 2","Guija","12","Severo"
"2020",0.3,"SPI FM","SPI 2","Guija","12","Severo"
"1993",0.19,"SPI FM","SPI 2","Changara","12","Severo"
"1994",0.09,"SPI FM","SPI 2","Changara","12","Severo"
"1995",0.09,"SPI FM","SPI 2","Changara","12","Severo"
"1996",0.09,"SPI FM","SPI 2","Changara","12","Severo"
"1997",0.4,"SPI FM","SPI 2","Changara","12","Severo"
"1998",0,"SPI FM","SPI 2","Changara","12","Severo"
"1999",0.03,"SPI FM","SPI 2","Changara","12","Severo"
"2000",0.07,"SPI FM","SPI 2","Changara","12","Severo"
"2001",0.38,"SPI FM","SPI 2","Changara","12","Severo"
"2002",0.25,"SPI FM","SPI 2","Changara","12","Severo"
"2003",0.1,"SPI FM","SPI 2","Changara","12","Severo"
"2004",0.04,"SPI FM","SPI 2","Changara","12","Severo"
"2005",0.04,"SPI FM","SPI 2","Changara","12","Severo"
"2006",0.21,"SPI FM","SPI 2","Changara","12","Severo"
"2007",0,"SPI FM","SPI 2","Changara","12","Severo"
"2008",0.09,"SPI FM","SPI 2","Changara","12","Severo"
"2009",0.19,"SPI FM","SPI 2","Changara","12","Severo"
"2010",0,"SPI FM","SPI 2","Changara","12","Severo"
"2011",0.28,"SPI FM","SPI 2","Changara","12","Severo"
"2012",0.16,"SPI FM","SPI 2","Changara","12","Severo"
"2013",0.27,"SPI FM","SPI 2","Changara","12","Severo"
"2014",0.24,"SPI FM","SPI 2","Changara","12","Severo"
"2015",0.17,"SPI FM","SPI 2","Changara","12","Severo"
"2016",0.04,"SPI FM","SPI 2","Changara","12","Severo"
"2017",0.17,"SPI FM","SPI 2","Changara","12","Severo"
"2018",0.27,"SPI FM","SPI 2","Changara","12","Severo"
"2019",0.31,"SPI FM","SPI 2","Changara","12","Severo"
"2020",0.24,"SPI FM","SPI 2","Changara","12","Severo"
"1993",0.19,"SPI FM","SPI 2","Marara","12","Severo"
"1994",0.09,"SPI FM","SPI 2","Marara","12","Severo"
"1995",0.09,"SPI FM","SPI 2","Marara","12","Severo"
"1996",0.08,"SPI FM","SPI 2","Marara","12","Severo"
"1997",0.37,"SPI FM","SPI 2","Marara","12","Severo"
"1998",0,"SPI FM","SPI 2","Marara","12","Severo"
"1999",0,"SPI FM","SPI 2","Marara","12","Severo"
"2000",0.05,"SPI FM","SPI 2","Marara","12","Severo"
"2001",0.4,"SPI FM","SPI 2","Marara","12","Severo"
"2002",0.24,"SPI FM","SPI 2","Marara","12","Severo"
"2003",0.05,"SPI FM","SPI 2","Marara","12","Severo"
"2004",0.07,"SPI FM","SPI 2","Marara","12","Severo"
"2005",0.04,"SPI FM","SPI 2","Marara","12","Severo"
"2006",0.21,"SPI FM","SPI 2","Marara","12","Severo"
"2007",0,"SPI FM","SPI 2","Marara","12","Severo"
"2008",0.08,"SPI FM","SPI 2","Marara","12","Severo"
"2009",0.16,"SPI FM","SPI 2","Marara","12","Severo"
"2010",0,"SPI FM","SPI 2","Marara","12","Severo"
"2011",0.28,"SPI FM","SPI 2","Marara","12","Severo"
"2012",0.17,"SPI FM","SPI 2","Marara","12","Severo"
"2013",0.28,"SPI FM","SPI 2","Marara","12","Severo"
"2014",0.21,"SPI FM","SPI 2","Marara","12","Severo"
"2015",0.16,"SPI FM","SPI 2","Marara","12","Severo"
"2016",0.04,"SPI FM","SPI 2","Marara","12","Severo"
"2017",0.19,"SPI FM","SPI 2","Marara","12","Severo"
"2018",0.27,"SPI FM","SPI 2","Marara","12","Severo"
"2019",0.28,"SPI FM","SPI 2","Marara","12","Severo"
"2020",0.19,"SPI FM","SPI 2","Marara","12","Severo"
"1993",0.13,"SPI JF","SPI 2","Chibuto","12","Severo"
"1994",0.23,"SPI JF","SPI 2","Chibuto","12","Severo"
"1995",0.08,"SPI JF","SPI 2","Chibuto","12","Severo"
"1996",0.12,"SPI JF","SPI 2","Chibuto","12","Severo"
"1997",0.32,"SPI JF","SPI 2","Chibuto","12","Severo"
"1998",0,"SPI JF","SPI 2","Chibuto","12","Severo"
"1999",0.05,"SPI JF","SPI 2","Chibuto","12","Severo"
"2000",0.08,"SPI JF","SPI 2","Chibuto","12","Severo"
"2001",0.22,"SPI JF","SPI 2","Chibuto","12","Severo"
"2002",0.2,"SPI JF","SPI 2","Chibuto","12","Severo"
"2003",0.09,"SPI JF","SPI 2","Chibuto","12","Severo"
"2004",0.01,"SPI JF","SPI 2","Chibuto","12","Severo"
"2005",0.06,"SPI JF","SPI 2","Chibuto","12","Severo"
"2006",0.1,"SPI JF","SPI 2","Chibuto","12","Severo"
"2007",0.09,"SPI JF","SPI 2","Chibuto","12","Severo"
"2008",0.18,"SPI JF","SPI 2","Chibuto","12","Severo"
"2009",0.25,"SPI JF","SPI 2","Chibuto","12","Severo"
"2010",0.06,"SPI JF","SPI 2","Chibuto","12","Severo"
"2011",0.34,"SPI JF","SPI 2","Chibuto","12","Severo"
"2012",0.05,"SPI JF","SPI 2","Chibuto","12","Severo"
"2013",0.26,"SPI JF","SPI 2","Chibuto","12","Severo"
"2014",0.28,"SPI JF","SPI 2","Chibuto","12","Severo"
"2015",0.42,"SPI JF","SPI 2","Chibuto","12","Severo"
"2016",0.04,"SPI JF","SPI 2","Chibuto","12","Severo"
"2017",0.23,"SPI JF","SPI 2","Chibuto","12","Severo"
"2018",0.43,"SPI JF","SPI 2","Chibuto","12","Severo"
"2019",0.2,"SPI JF","SPI 2","Chibuto","12","Severo"
"2020",0.28,"SPI JF","SPI 2","Chibuto","12","Severo"
"1993",0.12,"SPI JF","SPI 2","Guija","12","Severo"
"1994",0.26,"SPI JF","SPI 2","Guija","12","Severo"
"1995",0.08,"SPI JF","SPI 2","Guija","12","Severo"
"1996",0.09,"SPI JF","SPI 2","Guija","12","Severo"
"1997",0.26,"SPI JF","SPI 2","Guija","12","Severo"
"1998",0,"SPI JF","SPI 2","Guija","12","Severo"
